"seqnames","start","end","min_smoothed_fdr","meandiff","overlapping.genes","probes","Source"
"chr10",133598589,133598669,0.999653957653172,-0.0015579847016198,"AL731769.2","cg07652788;cg19276014;cg18961589","Control"
"chr10",134546100,134546291,0.999653957653172,0.00227985556265979,NA,"cg12108265;cg09863094;cg04716580","Control"
"chr11",621688,622175,0.999653957653172,-0.0015272831849958,"CDHR5","cg14255177;cg26566283;cg19800336","Control"
"chr11",18978157,18978218,0.999653957653172,0.0018579998223927,NA,"cg01077713;cg27410165;cg20856551","Control"
"chr11",62648277,62648720,0.999653957653172,0.00180757489940324,"INTS5","cg12276228;cg20284218;cg10922289","Control"
"chr11",65687220,65687877,0.999653957653172,-0.00132253586814436,NA,"cg06081030;cg16420888;cg13547237","Control"
"chr11",70374289,70374355,0.999653957653172,0.00568773432764993,"PPFIA1, AP000487.1","cg04903912;cg10806318;cg06844159","Control"
"chr11",71196591,71196653,0.999653957653172,0.00143790025177602,"SHANK2","cg05215649;cg11724562;cg04946948","Control"
"chr11",87908134,87908558,0.999653957653172,0.00117190711849957,"AP000676.5","cg25835307;cg01761409;cg17285922","Control"
"chr11",119455645,119455905,0.999653957653172,-0.00081504635720375,"USP2-AS1","cg02882264;cg05526905;cg04078601","Control"
"chr11",120081259,120081506,0.999653957653172,0.000156110261153737,NA,"cg12572278;cg16775289;cg14585694","Control"
"chr11",123066956,123067275,0.999653957653172,0.00277839794941745,"AP000926.2","cg26819695;cg23679756;cg15047774","Control"
"chr12",52408906,52409578,0.999653957653172,0.00388940897215122,"AC055736.1","cg07285764;cg09890213;cg17031475","Control"
"chr12",116946163,116946354,0.999653957653172,-0.0026417313367434,"FBXW8","cg09627874;cg14548259;cg03396103","Control"
"chr12",118313708,118313924,0.999653957653172,0.00650832378516626,"TAOK3","cg18948199;cg03514086;cg11009362","Control"
"chr12",133002658,133003394,0.999653957653172,0.00151088874680301,"ZNF26","cg15701332;cg18500906;cg26937277","Control"
"chr13",96743492,96743652,0.999653957653172,-0.000261337533958511,"HS6ST3","cg03839709;cg11244340;cg22318010","Control"
"chr13",99096365,99096515,0.999653957653172,0.000514829013924345,NA,"cg20990359;cg25122125;cg20434012","Control"
"chr13",101315254,101315400,0.999653957653172,-0.00214132497868721,"NALCN","cg19349476;cg25270899;cg23428192","Control"
"chr13",107144970,107145658,0.999653957653172,0.00423496394742829,NA,"cg27017630;cg06193439;cg20256153","Control"
"chr13",112726482,112727160,0.999653957653172,0.000947922894288151,"ATP11A","cg26630231;cg14289542;cg01477985","Control"
"chr13",112998443,112999023,0.999653957653172,0.019192390591077,"MCF2L","cg13408046;cg12764532;cg12355835","Control"
"chr13",113095718,113095839,0.999653957653172,0.00391088823529404,"MCF2L","cg17423597;cg15473745;cg11378674","Control"
"chr14",34529059,34529242,0.999653957653172,0.00153600345581125,"EAPP","cg24694246;cg16874095;cg19780993","Control"
"chr14",54908007,54908094,0.999653957653172,0.000419609000284172,NA,"cg14945867;cg10277781;cg16995290","Control"
"chr14",101992750,101992928,0.999653957653172,0.00133259514066496,"DYNC1H1","cg15859864;cg25062251;cg19885388","Control"
"chr14",104837363,104837550,0.999653957653172,-0.00378164390849678,NA,"cg07163389;cg08037115;cg26104640","Control"
"chr15",35837840,35838040,0.999653957653172,-0.00133682177181017,"DPH6-DT","cg26481784;cg00332155;cg08037868","Control"
"chr15",41709087,41709154,0.999653957653172,9.2579474282464e-05,"MGA","cg27576415;cg18782716;cg22263512","Control"
"chr15",88576296,88576320,0.999653957653172,0.00297624787922703,NA,"cg00145961;cg25699759;cg24251942","Control"
"chr15",99250854,99251007,0.999653957653172,0.00154578271412328,"TTC23","cg10572450;cg10246772;cg23091737","Control"
"chr16",1248836,1249204,0.999653957653172,0.00197512639897704,NA,"cg00306728;cg03986934;cg07830134","Control"
"chr16",2521473,2521840,0.999653957653172,-0.000535870181869851,"AC093525.1, AMDHD2","cg12258919;cg22536398;cg04085822","Control"
"chr16",15820745,15820903,0.999653957653172,-0.000546539812446741,"MYH11","cg08789739;cg09650189;cg27174420","Control"
"chr16",67185182,67185429,0.999653957653172,0.00150662865870988,"EXOC3L1","cg02771381;cg02724047;cg02451853","Control"
"chr16",81110094,81110875,0.999653957653172,0.00242190793549302,"PKD1L2","cg05965700;cg07447187;cg00735304","Control"
"chr16",81711959,81712102,0.999653957653172,0.00856895283233877,NA,"cg02597246;cg02521750;cg05545808","Control"
"chr16",85196736,85196980,0.999653957653172,-0.00265535512929808,"GSE1","cg18935586;cg06250549;cg16658616","Control"
"chr16",88534398,88534585,0.999653957653172,0.00148734234441598,"ZFPM1","cg02383666;cg01242145;cg07933078","Control"
"chr17",839526,839839,0.999653957653172,-0.00359945504404665,"NXN","cg10065210;cg26003785;cg04300161","Control"
"chr17",3558202,3558246,0.999653957653172,0.000854674871270269,NA,"cg07029781;cg12650267;cg23148992","Control"
"chr17",7486551,7486615,0.999653957653172,0.00117471814833757,"POLR2A","cg17887478;cg11874331;cg05086567","Control"
"chr17",8092054,8092924,0.999653957653172,0.00181962792441035,NA,"cg24655262;cg12629480;cg21690627","Control"
"chr17",8339038,8339091,0.999653957653172,-0.00064177092355783,NA,"cg04740123;cg18395393;cg01512180","Control"
"chr17",8958019,8958090,0.999653957653172,0.000941061648479787,"PIK3R5","cg11644585;cg10665961;cg12146150","Control"
"chr17",45855553,45855879,0.999653957653172,0.00712989446604145,"MAPT-AS1","cg00777063;cg03474202;cg24803719","Control"
"chr17",47575150,47575592,0.999653957653172,0.000756548766979253,"NPEPPS","cg21309100;cg20442573;cg01438403","Control"
"chr17",73179300,73179370,0.999653957653172,-0.000650717356351242,"AC097641.1","cg14546714;cg21879233;cg17065601","Control"
"chr17",77901030,77901224,0.999653957653172,-0.00277688805996022,NA,"cg09130658;cg11339839;cg05483571","Control"
"chr17",80796693,80796743,0.999653957653172,0.00078841611253203,"RPTOR","cg22785294;cg21576525;cg27345111","Control"
"chr18",43651686,43651835,0.999653957653172,0.000280120484796817,NA,"cg22038796;cg06530012;cg13768737","Control"
"chr18",47794623,47794995,0.999653957653172,-0.0233105217539074,NA,"cg11749010;cg19476597;cg06482716","Control"
"chr18",57566144,57566460,0.999653957653172,0.00919414391588521,"FECH","cg11957475;cg22549408;cg05157251","Control"
"chr18",78004237,78004728,0.999653957653172,-0.000766253500994616,NA,"cg07235805;cg06977689;cg15077085","Control"
"chr19",1651529,1651573,0.999653957653172,0.000225812477408357,"TCF3","cg24201805;cg06597239;cg16524139","Control"
"chr19",2226100,2226881,0.999653957653172,0.00090139217618642,"DOT1L","cg12009436;cg05288857;cg22723887","Control"
"chr19",3275842,3275998,0.999653957653172,0.000342145799943164,"CELF5","cg23245297;cg26825934;cg19814309","Control"
"chr19",15235953,15236210,0.999653957653172,0.000459691109974428,"BRD4","cg23098599;cg15246139;cg06448155","Control"
"chr19",16466617,16466823,0.999653957653172,0.000608659825518616,"EPS15L1","cg04738220;cg11013793;cg24161021","Control"
"chr19",32895911,32896607,0.999653957653172,0.00158856674623473,"CEP89","cg22892237;cg13981483;cg22920792","Control"
"chr19",38827205,38827378,0.999653957653172,-0.000302038300085253,"ECH1, AC008982.1","cg21490793;cg09094448;cg22006386","Control"
"chr19",41106155,41106295,0.999653957653172,0.00275102106962206,NA,"cg10253929;cg22046408;cg18878134","Control"
"chr19",45033454,45033577,0.999653957653172,-0.00945214833759591,"RELB","cg06581818;cg13566596;cg20248549","Control"
"chr19",48707029,48707291,0.999653957653172,0.000175211567206589,NA,"cg25267930;cg23300543;cg01622465","Control"
"chr19",51487360,51487594,0.999653957653172,0.00668674178545043,"CEACAM18","cg19953406;cg26172504;cg27021492","Control"
"chr19",57617602,57618136,0.999653957653172,0.00220927873515203,"ZNF134","cg06717850;cg12355110;cg18384778","Control"
"chr20",42964959,42965115,0.999653957653172,0.0124741048309179,"PTPRT","cg17692403;cg25779645;cg21509100","Control"
"chr20",49626064,49626347,0.999653957653172,0.0139666821131003,NA,"cg09344281;cg24276346;cg03711791","Control"
"chr21",35574180,35575070,0.999653957653172,0.00336417992526286,"RUNX1","cg04096688;cg12015097;cg19118951","Control"
"chr21",36263347,36263808,0.999653957653172,-7.54233304915937e-05,"DOP1B","cg22866426;cg17339910;cg22698744","Control"
"chr21",37915044,37915091,0.999653957653172,0.00542910413327652,"KCNJ6","cg20643029;cg12426652;cg04478905","Control"
"chr21",44496378,44497019,0.999653957653172,0.00123376782892867,NA,"cg09622447;cg22633722;cg15300856","Control"
"chr22",18958135,18958832,0.999653957653172,-0.00275276697641377,"AC007326.2","cg23029801;cg14259594;cg12798833","Control"
"chr22",39052988,39053181,0.999653957653172,-0.000501550168797955,"APOBEC3F","cg05476169;cg13888505;cg11003278","Control"
"chr22",42016207,42016555,0.999653957653172,-0.00397861386814436,"WBP2NL","cg26971710;cg08075329;cg07532072","Control"
"chr6",31125920,31126373,0.999653957653172,0.000281803854069506,"PSORS1C1","cg03003216;cg13902446;cg02451928;cg04072928;cg26738916;cg12493050;cg11805472;cg15724113;cg23884626;cg00080118;cg13426857;cg14624895;cg03809032;cg02791903;cg18729896;cg00160818;cg01190171","Control"
"chr1",36235406,36235882,0.999653957653172,-6.74425078365789e-05,"THRAP3","cg17417054;cg08856776;cg00463507;cg21474509;cg25109252;cg21394787;cg07807957;cg04263115;cg26190281;cg10246273;cg01515806;cg00543329;cg06100291","Control"
"chr6",33281498,33281775,0.999653957653172,-0.000619676027477211,"B3GALT4, WDR46","cg00285363;cg00225553;cg27539322;cg01199950;cg26293201;cg00534550;cg10007189;cg14006309;cg20603557;cg10711035;cg23381664;cg15633981;cg27501265","Control"
"chr5",72861037,72861711,0.999653957653172,2.47494589371973e-05,"TNPO1","cg21960278;cg05040023;cg04565649;cg26354759;cg17422836;cg01158970;cg25579159;cg11600721;cg19001703;cg23468238;cg10237911;cg18644834","Control"
"chr6",29407979,29408666,0.999653957653172,0.00208031972755047,"OR5V1","cg07817928;cg07814565;cg14658290;cg08578393;cg03738116;cg01518591;cg09495482;cg01361354;cg26995255;cg14640051;cg05068156;cg04419551","Control"
"chr3",9833841,9834540,0.999653957653172,0.000268081153220177,"ARPC4-TTLL3, TTLL3","cg08649360;cg10910637;cg14800883;cg06182322;cg24921785;cg05441233;cg16457027;cg12190423;cg13068082;cg24022402;cg00923807","Control"
"chr5",161494015,161494810,0.999653957653172,0.00413292578741378,"GABRB2","cg04550524;cg17401282;cg05668580;cg26116742;cg08566437;cg09220361;cg06525987;cg18295183;cg02660846;cg14724933;cg18219951","Control"
"chr6",30881464,30882358,0.999653957653172,0.00475873913720323,"DDR1","cg12433575;cg10661769;cg09424348;cg15080939;cg05267955;cg18261909;cg27650171;cg16555181;cg02186769;cg26860970;cg05103231;cg00649377;cg24517380;cg16914989;cg09723781;cg27550606;cg18411800;cg06693277;cg11571001;cg16257334;cg11959708;cg25602049;cg19104656;cg25005633;cg00526088;cg19331040;cg05853013;cg27172893;cg13495347;cg01321872;cg25809410;cg26467571;cg27525647","Control"
"chr6",30312687,30313316,0.999653957653172,-0.000239768396225688,"HCG17, HCG18","cg00258873;cg22334880;cg20240014;cg03130180;cg17515456;cg24927124;cg10542419;cg14423703;cg27631191;cg13135180;cg27048138;cg22850066;cg01425186;cg21636096;cg13611934;cg21565309;cg11974977;cg21977210;cg26181343;cg26161170;cg18085807;cg19376189","Control"
"chr6",30068493,30069873,0.999653957653172,0.00146016393120205,"PPP1R11","cg21671020;cg23344452;cg09984759;cg13085414;cg25793630;cg06053738;cg27041554;cg02301724;cg23161794;cg04163475;cg22442895;cg03553308;cg17961892;cg09119433;cg09791883;cg04906656;cg20938781;cg21836627;cg27475174;cg22121388","Control"
"chr6",31838402,31839329,0.999653957653172,0.00140428636032964,"AL671762.1, SNHG32","cg10969178;cg25600103;cg10951325;cg11640015;cg19853440;cg02252769;cg09130091;cg08506113;cg13975172;cg02721751;cg27587935;cg25013052;cg24490633;cg07601645;cg20544437","Control"
"chr17",35292587,35294595,0.999653957653172,0.000445910183233871,NA,"cg15001747;cg16001713;cg11078683;cg11769960;cg11290922;cg07747970;cg24761507;cg22660578;cg07829379;cg12279877;cg04993975;cg05527869;cg10043865;cg10356613;cg07885289","Control"
"chr2",3063115,3063898,0.999653957653172,0.00135740282523447,"LINC01250","cg05373263;cg01290791;cg02115559;cg05698294;cg06320642;cg19907479;cg23243474;cg07586391;cg06076512;cg16790844","Control"
"chr10",33247232,33248087,0.999653957653172,0.000209458065643646,"NRP1","cg12275661;cg27238079;cg24317988;cg27645750;cg08950886;cg23837756;cg12812502;cg00991297;cg15147545;cg14446942","Control"
"chr19",3960982,3961679,0.999653957653172,0.00036541403239552,"DAPK3, MIR637","cg07790807;cg05204981;cg06539494;cg19109007;cg27028514;cg06494105;cg23953773;cg09402652;cg22771960;cg18355533","Control"
"chr19",44598183,44598564,0.999653957653172,0.000106180808951405,"CEACAM22P","cg23986727;cg25952543;cg22012835;cg18244544;cg03486540;cg03238595;cg03600886;cg10646633;cg23041193;cg26649251","Control"
"chr1",114301873,114302602,0.999653957653172,0.00215446772160652,NA,"cg00694336;cg05139111;cg07212644;cg25149743;cg00419759;cg03948207;cg09330979;cg26814432;cg22531889","Control"
"chr2",196933266,196933718,0.999653957653172,-0.00159340630690538,NA,"cg23963153;cg06043640;cg13045813;cg08122351;cg03469482;cg16593556;cg18527435;cg00369640;cg19655195","Control"
"chr2",239333713,239335411,0.999653957653172,-0.000722120040826004,"HDAC4","cg13340245;cg00708580;cg09734080;cg21360975;cg14266287;cg08773314;cg03560586;cg18131467;cg12701571","Control"
"chr3",133524006,133524841,0.999653957653172,0.000508060735909821,NA,"cg16275903;cg01409985;cg15611150;cg13072611;cg11941507;cg06691279;cg24127244;cg15778365;cg19875216","Control"
"chr3",160282993,160284003,0.999653957653172,0.000429346339774558,"AC079594.1, IFT80","cg00608006;cg15062281;cg07294177;cg17414580;cg21087962;cg05147070;cg14315863;cg04849788;cg18996776","Control"
"chr6",33247057,33247509,0.999653957653172,0.00162327306005491,NA,"cg17453433;cg03833499;cg21859603;cg19873719;cg07306737;cg10111290;cg11129609;cg19271658;cg02299465","Control"
"chr7",90032535,90033097,0.999653957653172,0.000324458902244956,"STEAP2-AS1","cg18967846;cg13327952;cg18250212;cg11774314;cg23270617;cg04447862;cg06845991;cg02399449;cg02384115","Control"
"chr10",44069309,44070200,0.999653957653172,0.00277572875466514,NA,"cg05050592;cg12802570;cg19562312;cg19806106;cg12835924;cg19795482;cg08951903;cg17093401;cg20669305","Control"
"chr15",96873850,96874052,0.999653957653172,1.93935555555539e-05,NA,"cg09157727;cg04943986;cg05155965;cg05505872;cg11580493;cg02968429;cg08370996;cg14858469;cg01370181","Control"
"chr17",40950545,40951258,0.999653957653172,0.00161184937292792,"AC004231.1","cg23510443;cg20770803;cg26460867;cg22504778;cg16817946;cg07954659;cg04029625;cg22325715;cg10506057","Control"
"chr19",44455140,44455605,0.999653957653172,9.62214947428271e-06,NA,"cg18106548;cg19591950;cg19792908;cg23883404;cg14970029;cg15692666;cg04577268;cg03227078;cg15674863","Control"
"chr19",45926720,45927257,0.999653957653172,-0.000536973572037511,NA,"cg24040966;cg17378989;cg13606616;cg10743145;cg02987130;cg12215853;cg15573783;cg01573445;cg15911500","Control"
"chr21",35831010,35832180,0.999653957653172,-0.0174548448662499,"RUNX1","cg06689180;cg23480619;cg14535332;cg08823027;cg19521832;cg23908228;cg07321776;cg00421848;cg08468911","Control"
"chr22",38598577,38599166,0.999653957653172,-0.000354978626787913,"FAM227A","cg25736328;cg14443515;cg07207286;cg16703126;cg16007279;cg27662611;cg20321139;cg25882455;cg09035736","Control"
"chr1",153508511,153508860,0.999653957653172,0.000198207808716966,NA,"cg04998420;cg06872500;cg13112903;cg01434197;cg09413557;cg08644993;cg16564710;cg00419564","Control"
"chr2",161350288,161351392,0.999653957653172,0.000514150601449276,"PSMD14","cg04306007;cg03578331;cg06179469;cg12545958;cg12616926;cg14325649;cg26118435;cg19241089","Control"
"chr3",41240163,41241661,0.999653957653172,0.00578093406830776,"CTNNB1","cg09678212;cg19155557;cg24930197;cg15421087;cg00052422;cg05985073;cg14663065;cg03637259","Control"
"chr4",4859935,4860082,0.999653957653172,0.000215901411125311,"MSX1","cg18849102;cg19846622;cg07035659;cg07462756;cg13882284;cg00486340;cg15092343;cg10266211","Control"
"chr5",43396802,43397572,0.999653957653172,0.000397194875639385,"CCL28","cg16296902;cg04187185;cg00370293;cg16324633;cg12634932;cg10864145;cg18199554;cg22724765","Control"
"chr6",28831713,28831858,0.999653957653172,3.74283888533673e-05,NA,"cg06508916;cg04796146;cg15102827;cg01902271;cg12898356;cg11433553;cg17545218;cg15038672","Control"
"chr6",79944186,79944830,0.999653957653172,0.000883567549232711,"ELOVL4","cg22058458;cg19643841;cg08621418;cg04547799;cg14080940;cg17832805;cg13176979;cg23118964","Control"
"chr8",102504447,102504859,0.999653957653172,0.00680927488267263,NA,"cg16435779;cg11397370;cg25330243;cg03780851;cg25639415;cg20574490;cg23973429;cg14202477","Control"
"chr11",45825356,45825579,0.999653957653172,-0.00219602619714408,NA,"cg19527995;cg00927035;cg01838971;cg27363529;cg09452027;cg17695841;cg08794544;cg11925488","Control"
"chr15",75932673,75933022,0.999653957653172,0.000375387893222505,"FBXO22","cg19808829;cg22364503;cg02022572;cg10178261;cg12679965;cg20655648;cg02922247;cg07061707","Control"
"chr15",93351779,93353422,0.999653957653172,0.000206925234121908,"AC091078.1","cg13407464;cg05642379;cg10981760;cg14220023;cg27126666;cg06283270;cg24643012;cg17147466","Control"
"chr16",83841040,83841755,0.999653957653172,-0.000451236135123588,NA,"cg00255799;cg27405010;cg02319392;cg16487852;cg00392914;cg05518022;cg01252224;cg15581500","Control"
"chr17",38573776,38574225,0.999653957653172,0.000236196824595054,"SRCIN1","cg11393025;cg03359285;cg25581784;cg15769921;cg26164164;cg07388903;cg14572634;cg21499137","Control"
"chr18",12947632,12948023,0.999653957653172,-0.00119216609633419,"SEH1L","cg10504390;cg22185043;cg13905342;cg24017470;cg06262302;cg07667115;cg11877228;cg12802356","Control"
"chr19",4867550,4868007,0.999653957653172,0.000253192427642794,"PLIN3","cg03020271;cg24452069;cg07814697;cg01486333;cg19571127;cg18356159;cg16189596;cg26006440","Control"
"chr1",31769620,31769832,0.999653957653172,0.000124522206552186,NA,"cg25469212;cg14837478;cg21417843;cg08778586;cg08734125;cg22706424;cg03605784","Control"
"chr1",115123975,115124407,0.999653957653172,-2.50327092924113e-05,NA,"cg12792894;cg19234509;cg20304811;cg19921170;cg23957188;cg02583736;cg23018891","Control"
"chr2",11606237,11606945,0.999653957653172,0.000456726687979541,"GREB1","cg19075194;cg06239478;cg19388373;cg15066463;cg09914581;cg12858075;cg17726575","Control"
"chr2",112655713,112656949,0.999653957653172,-0.000180047793934967,"SLC20A1","cg18836229;cg08279316;cg16333401;cg21182454;cg25818813;cg09745087;cg01869273","Control"
"chr3",122920507,122920747,0.999653957653172,-0.000226314225672879,"SEMA5B","cg17759082;cg22620680;cg23338654;cg13398864;cg00366237;cg05468251;cg04606039","Control"
"chr4",111119868,111120056,0.999653957653172,0.00116010665168676,NA,"cg01756814;cg02987705;cg16584286;cg23200970;cg04249586;cg25012761;cg26225025","Control"
"chr5",57878188,57878526,0.999653957653172,0.000920855454877603,NA,"cg18144815;cg19958866;cg20390045;cg19135706;cg07211381;cg04255416;cg22958571","Control"
"chr5",78907942,78908220,0.999653957653172,0.000889521821580806,"ARSB","cg18887680;cg11825883;cg10427793;cg22547851;cg20979602;cg12849359;cg14475001","Control"
"chr6",33167488,33167772,0.999653957653172,0.000474055864450141,"COL11A2","cg17567838;cg03032574;cg24794107;cg09761975;cg07019243;cg09993092;cg06277728","Control"
"chr6",71122524,71123041,0.999653957653172,0.000103776994641334,NA,"cg23194609;cg07544038;cg10169261;cg25136961;cg10909502;cg17831137;cg03481230","Control"
"chr6",128839906,128842405,0.999653957653172,0.00344000967019852,NA,"cg20639396;cg04791477;cg06726374;cg22466350;cg12148919;cg25328795;cg04023641","Control"
"chr6",139455976,139456248,0.999653957653172,0.000476088599683366,"AL592429.2, LINC01625","cg23981354;cg11498188;cg06182040;cg16982328;cg09910967;cg08089031;cg08320628","Control"
"chr8",67025213,67026111,0.999653957653172,9.76322773109256e-05,"PPP1R42","cg05421528;cg23642001;cg22322828;cg20502003;cg07759377;cg19913430;cg01583134","Control"
"chr11",107460942,107461798,0.999653957653172,0.00763649847314579,NA,"cg11927881;cg18204760;cg22355889;cg13935310;cg19320505;cg18180394;cg15648026","Control"
"chr15",63334506,63335302,0.999653957653172,0.00130882057958836,"CA12","cg04194852;cg25624328;cg07148752;cg08871809;cg04048802;cg17967970;cg07525445","Control"
"chr16",1359438,1361063,0.999653957653172,-0.000469069322128856,"GNPTG, AL031709.1","cg04336970;cg09699128;cg10796538;cg01202521;cg06599546;cg03887008;cg04030842","Control"
"chr17",4688569,4689655,0.999653957653172,0.00342982307636097,"AC091153.2, PELP1","cg01437917;cg25913172;cg06419850;cg26605335;cg09380695;cg27453857;cg08341874","Control"
"chr19",1812282,1813058,0.999653957653172,-0.000533569466934597,NA,"cg00724774;cg23187101;cg07489123;cg04622103;cg11251319;cg15718833;cg21959594","Control"
"chr19",46417255,46418069,0.999653957653172,-0.00430429724515895,NA,"cg05206559;cg25673584;cg14192299;cg19702802;cg04436389;cg20446404;cg13849525","Control"
"chr19",55851102,55851365,0.999653957653172,-0.000899902264644989,"NLRP4","cg22369252;cg23046897;cg24127743;cg08150470;cg13084049;cg23511169;cg11368509","Control"
"chr20",6103629,6104274,0.999653957653172,-0.0101745503032517,"FERMT1","cg09818171;cg16408771;cg06668073;cg09539538;cg07718903;cg15692360;cg26758396","Control"
"chr1",112162349,112162932,0.999653957653172,0.00158639340863882,NA,"cg07142678;cg05447486;cg21302420;cg25277553;cg10835423;cg07597871","Control"
"chr2",3698862,3699563,0.999653957653172,-0.00151157836132424,"ALLC","cg20539637;cg13452994;cg16123090;cg20720597;cg14882966;cg17046650","Control"
"chr2",18741401,18742043,0.999653957653172,0.000445624515771523,NA,"cg18041581;cg03069383;cg19638349;cg01250320;cg06913287;cg20751086","Control"
"chr2",32264954,32265058,0.999653957653172,-5.2246295112248e-05,"NLRC4","cg22175247;cg06995575;cg17130580;cg01372913;cg10215570;cg24220907","Control"
"chr4",175204594,175204740,0.999653957653172,6.70458297811875e-05,"AC022325.2","cg24218194;cg04533699;cg16817134;cg10360677;cg25212638;cg11517936","Control"
"chr5",139682720,139682850,0.999653957653172,-0.000321646091361176,"CXXC5","cg25550546;cg22037779;cg16577540;cg02707576;cg25409734;cg01139526","Control"
"chr5",139780284,139781174,0.999653957653172,0.000717668600454673,NA,"cg16031133;cg15340582;cg07676324;cg00361696;cg20541601;cg08918431","Control"
"chr6",31762680,31762776,0.999653957653172,-0.00345148236445013,"MSH5-SAPCD1","cg03877020;cg18274559;cg04659729;cg26346875;cg01787834;cg13014333","Control"
"chr6",91296967,91297190,0.999653957653172,-0.000266396394572321,NA,"cg16592150;cg12712415;cg23128651;cg26367649;cg27260738;cg01087382","Control"
"chr7",4783964,4784485,0.999653957653172,-0.0015144541773231,"AP5Z1","cg13589218;cg10118545;cg06287775;cg18966819;cg13287553;cg00064840","Control"
"chr7",63505714,63506261,0.999653957653172,0.0122602942387042,NA,"cg15949805;cg19155391;cg24975986;cg01849085;cg13947469;cg01760756","Control"
"chr7",140396347,140396458,0.999653957653172,-0.000706029229184429,"SLC37A3","cg12318316;cg11769966;cg16643894;cg01538984;cg10345571;cg06488747","Control"
"chr7",150020900,150021553,0.638677847102727,0.0140279990825519,NA,"cg02119840;cg11347411;cg11740103;cg21577356;cg24474409;cg01234517","Control"
"chr7",154684051,154684893,0.999653957653172,0.00449885514308044,"DPP6","cg21718086;cg09506081;cg16115627;cg04086391;cg00989961;cg14381948","Control"
"chr7",157502370,157503503,0.999653957653172,0.00358534492142654,"AC006372.1","cg13816552;cg13401196;cg11340881;cg00231927;cg03339717;cg04276099","Control"
"chr8",81082895,81083829,0.999653957653172,0.000541546024722927,"PAG1","cg21250232;cg23295127;cg07587588;cg16008931;cg16638571;cg22273042","Control"
"chr8",82192535,82192931,0.999653957653172,-0.000255206977266267,"AC060765.2","cg17080893;cg07961887;cg23048068;cg19904463;cg02132163;cg15147690","Control"
"chr10",102106358,102106811,0.999653957653172,0.000294738414180165,"LDB1","cg07230380;cg00954566;cg07649988;cg19191454;cg11311579;cg23508052","Control"
"chr11",3177622,3178322,0.999653957653172,0.0178648633478261,NA,"cg06005892;cg25627263;cg03174521;cg18415791;cg10803034;cg20511548","Control"
"chr11",10879763,10880635,0.999653957653172,-0.000527122062659847,"ZBED5-AS1","cg26942234;cg18692596;cg06606456;cg15335805;cg21999162;cg08635931","Control"
"chr11",66139196,66139342,0.999653957653172,-8.06908127309087e-06,"PACS1","cg13313036;cg15507391;cg16271524;cg22725847;cg17208577;cg24420770","Control"
"chr11",112831501,112831915,0.999653957653172,-0.00443318000824099,"AC016902.1","cg21727486;cg20783319;cg22173837;cg07733800;cg21189054;cg02629138","Control"
"chr12",124246391,124246927,0.912913424329717,0.00179725892824666,"RFLNA","cg06745944;cg27125645;cg10575376;cg26986180;cg02823783;cg07347092","Control"
"chr13",88328471,88329884,0.964153404648982,-0.0225605681445013,NA,"cg05757365;cg17376609;cg00525681;cg02611934;cg24366314;cg02648941","Control"
"chr13",114916698,114917640,0.999653957653172,0.00676447256663824,NA,"cg08777813;cg25808809;cg16206504;cg20856545;cg13697968;cg24618387","Control"
"chr14",55907007,55907417,0.999653957653172,0.00730596852813304,"AL163952.1","cg16036738;cg23573665;cg21836586;cg23251248;cg26143452;cg10807643","Control"
"chr16",3029641,3030953,0.999653957653172,0.00382090773159989,"BICDL2","cg04755561;cg14005217;cg16761550;cg00319761;cg02386244;cg02363934","Control"
"chr16",58073817,58074046,0.999653957653172,0.00233507610542768,NA,"cg16628556;cg16644760;cg11536410;cg03986620;cg07620968;cg08695452","Control"
"chr17",3540036,3540594,0.999653957653172,0.000148268474424556,"TRPV3","cg26289012;cg16171867;cg17199681;cg12950012;cg21817720;cg17342247","Control"
"chr19",17829972,17830251,0.999653957653172,-0.0004859995751634,"JAK3","cg03192619;cg04352139;cg26335048;cg10627262;cg04279026;cg05509203","Control"
"chr19",36427608,36428519,0.999653957653172,-0.00213788424865017,NA,"cg03753297;cg22725303;cg09778958;cg20580177;cg15060813;cg25289028","Control"
"chr19",58789915,58790160,0.999653957653172,0.000129328976982096,NA,"cg15032393;cg17130812;cg17101553;cg15245120;cg20667230;cg19518132","Control"
"chr21",34696676,34697899,0.999653957653172,0.000392587588093209,"CLIC6","cg04842828;cg14352951;cg15382669;cg03866569;cg09885409;cg06121323","Control"
"chr1",9555113,9555557,0.999653957653172,0.000858582154987208,"SLC25A33","cg08808724;cg00583526;cg02504229;cg26155217;cg25138854","Control"
"chr1",16543684,16544220,0.999653957653172,-0.000481655467689695,NA,"cg14577366;cg03735492;cg02287573;cg10454529;cg17465616","Control"
"chr1",23346344,23347412,0.999653957653172,0.000590411881329905,NA,"cg00062312;cg07785945;cg00541565;cg14015920;cg25977026","Control"
"chr1",26737470,26738130,0.999653957653172,-2.74185860187545e-05,"ARID1A","cg16530429;cg19084589;cg20452212;cg19939102;cg03980745","Control"
"chr1",35449536,35450787,0.999653957653172,-0.00192938624774083,"KIAA0319L","cg00483992;cg12266861;cg14517250;cg26151000;cg26792589","Control"
"chr1",117602129,117602840,0.999653957653172,-5.21631202046102e-06,"AL157902.1","cg12641660;cg25389235;cg24833425;cg17649588;cg12742796","Control"
"chr1",119535693,119536288,0.999653957653172,0.00350413303017903,NA,"cg17326555;cg22871653;cg24035245;cg24041917;cg17436134","Control"
